Date,Open,High,Low,Close,Volume
2020-01-01,99.20276674791495,100.78009847308763,98.27602051333731,99.84733076056888,2228488
2020-01-02,99.9165683442414,100.51473589061831,99.03655933103597,99.63302942339303,1655636
2020-01-03,99.6630759172734,100.92734430752576,98.80929039994795,100.07007216788625,1555475
2020-01-06,99.92449366376356,100.24808608344706,98.71244485097537,99.03315077314294,1404754
2020-01-07,99.07848977218252,99.7798759479065,98.03687253667071,98.73583301217418,1238125
2020-01-08,98.57168104941631,100.1331228583386,97.72000236414762,99.2753642123281,1805685
2020-01-09,99.3091104962098,101.67461481208495,98.4717240348917,100.82445081743738,1807104
2020-01-10,100.61215551900631,101.80597878747967,100.07278516616132,101.26311869489047,1426368
2020-01-13,101.43641073458946,102.88708698215875,100.80755376429116,102.25316651874022,1679495
2020-01-14,102.34450588764278,103.8168262012594,101.90700579032855,103.37492130622795,1432376
2020-01-15,103.01137538852335,103.66245596293504,101.9637976699052,102.61235625482017,2160838
2020-01-16,102.44033061116957,103.52159639411484,101.88710740237387,102.965536838806,1725551
2020-01-17,103.14677782047865,103.95085435312416,101.27960143646177,102.07532550594587,1841094
2020-01-20,102.18082556378246,102.82430569152957,100.8717319552663,101.51099384148074,2320999
2020-01-21,101.54945158136677,102.74894231447242,100.70990526684093,101.90644460852502,1159875
2020-01-22,101.62705472089294,102.36233206926305,100.2547072228278,100.98534174239073,1866526
2020-01-23,100.82059818601668,101.8401471505457,100.12386816636456,101.14120157170005,1830879
2020-01-24,101.18527302320565,102.19315975423126,99.92371849550855,100.92905306964708,1668001
2020-01-27,101.00580429965603,101.92434112133218,99.33385081297834,100.2454732591669,1773282
2020-01-28,100.24514060047436,100.96639051305294,99.69650631964195,100.41681666176498,2217696
2020-01-29,100.215798975195,101.15864497135779,98.30579830363631,99.23945873730699,1589073
2020-01-30,99.18712138586746,100.03071393792251,96.90098247208552,97.73220083560801,1600322
2020-01-31,97.6169081408124,98.5274352731681,96.55607489260635,97.46518683606536,2454227
2020-02-03,97.19081612797817,97.97348347210429,96.16528840187712,96.94598413994554,2174524
2020-02-04,96.68802757734956,97.30999916098914,96.2258843509791,96.84709563134713,1986697
2020-02-05,96.65801667135,97.31995112517714,95.23429896834388,95.89098059760433,2112950
2020-02-06,95.54107162387177,95.90922400336109,94.13715956452563,94.50130536952142,1867241
2020-02-07,94.61267392720113,95.11935793844951,93.03983220035738,93.5407758217704,1750615
2020-02-10,93.71943634802591,94.317240831364,91.91212999325634,92.50216994727006,1803646
2020-02-11,92.70533905358411,93.56251378963752,91.04265857679623,91.89231591524202,1963866
2020-02-12,91.71952607833201,92.40322822054117,90.23943019315499,90.9171512162336,1715498
2020-02-13,90.75196903210413,91.55222637714057,90.05218684359349,90.8516753599964,1406906
2020-02-14,90.90906168363381,94.0114850535557,90.13894991633666,93.22178169808673,1818188
2020-02-17,93.11715481077425,93.68265494933735,91.98070374388622,92.54271531349588,1971681
2020-02-18,92.4739478052319,93.30671684594071,90.70562121695563,91.52988858437828,1834606
2020-02-19,91.46172242789282,92.53908341126706,90.75602691796422,91.83054218143359,2119730
2020-02-20,91.47081155133169,92.01873226299735,90.30576546686008,90.84996724954831,1983903
2020-02-21,91.13343257426763,91.73081268220295,89.77662489203288,90.3689941019453,2237083
2020-02-24,90.05333006010967,90.68702572717883,89.34692578289773,89.98010618135147,1928878
2020-02-25,89.6351608377901,90.75469188681157,88.89310558707528,90.00953731626511,1829924
2020-02-26,90.18802245660633,91.04218411805226,89.26028018799063,90.11373831179571,2089002
2020-02-27,89.87355260559553,90.97192026829816,89.2497156904659,90.34481221132381,2205647
2020-02-28,90.58246996011545,91.22242419275119,89.34655068312358,89.98226453678446,1742535
