Date,Open,High,Low,Close,Volume
2020-01-01,100.98325823956819,101.64366071132238,100.48760810194025,101.14720587921764,973083
2020-01-02,101.20053033673534,101.70825677444381,100.30589196598895,100.81166746569725,864714
2020-01-03,100.89442683785028,102.37457863274291,100.12245011477178,101.59722457111249,1399237
2020-01-06,101.6147118713725,103.81288213489748,100.9136927855467,103.10160527599892,1220246
2020-01-07,103.29286775180307,103.97088685457895,100.50381765170222,101.16788829222745,1277330
2020-01-08,101.11240742254007,101.81436263987909,99.52947946355613,100.22527592551911,1343757
2020-01-09,100.54674111358412,101.09902962372871,99.61230702089001,100.1624848678033,1226654
2020-01-10,99.99019735194236,102.19579637926931,99.2979364899118,101.49313028080098,1039509
2020-01-13,101.12805881459722,101.66406504443883,100.53220007653309,101.06788738140544,1263473
2020-01-14,101.06802736372094,101.69992839834873,100.64254424165713,101.27357992698853,1286401
2020-01-15,101.59210622967998,102.11566277488163,100.40050915306341,100.92060510648082,1311968
2020-01-16,100.7974302991478,102.18960443226248,100.13984766881458,101.5272605328833,1716342
2020-01-17,101.37408488716879,102.0171029190998,100.06076942612376,100.69950860598725,1031365
2020-01-20,100.62059247857077,101.96213898468795,99.83635195271984,101.17358838877355,1187766
2020-01-21,101.22732530833584,101.59946025945283,98.60024154383686,98.964056196678,1292099
2020-01-22,98.929916985544,99.51153148526696,97.22779202607636,97.80278002474128,1065885
2020-01-23,97.8914542246908,99.56643011044152,97.22573827394052,98.89389699523747,921856
2020-01-24,98.46706982505425,99.45237861807115,97.99781738328636,98.98067853425061,1029266
2020-01-27,99.37302781212944,100.02717020187586,97.2484842537653,97.8928833028104,1382646
2020-01-28,98.05011757415387,99.84550902544802,97.50146258014419,99.28991653956409,1074551
2020-01-29,99.08060762098657,100.13151935281604,98.63325251477251,99.68145139956924,1257297
2020-01-30,100.04410310464702,101.35082309321213,99.25467893470798,100.5573490220818,975355
2020-01-31,100.68458672578294,101.10008449697015,99.564312792645,99.97689009325123,1206619
2020-02-03,100.36624955810944,101.37529767551008,99.59244348389431,100.59969180278003,976178
2020-02-04,100.30590677450435,101.67267592354676,99.74526936049114,101.10755786022692,942275
2020-02-05,101.550068843732,102.0375345095092,99.38364396941714,99.8630113382708,1119126
2020-02-06,99.88549439111684,100.37330391404892,99.24377605360496,99.73083024520798,1102403
2020-02-07,99.21342149522471,100.03248991281882,98.70699535697803,99.52447602423017,1428075
2020-02-10,99.72799521036366,101.06622804391012,99.23537988405518,100.56945624577382,803421
2020-02-11,100.50211375001207,102.3565136379656,99.83739058238675,101.68397362341611,1187800
2020-02-12,101.4296853980127,101.7754849818827,100.51187132892662,100.85571409871727,1452327
2020-02-13,100.8106858814758,101.62422973912757,99.53087621114626,100.34062668350462,1383874
2020-02-14,99.84974596497557,101.05314280681962,99.10456691123682,100.3045694039357,1000840
2020-02-17,100.46607757257057,101.50376556572158,99.63303331183259,100.66903839516468,946026
2020-02-18,100.62380993046746,101.18502106327583,100.14709158727938,100.70790431205401,978219
2020-02-19,100.6486566061856,100.92401057467605,100.20651159612223,100.4814080069355,1132362
2020-02-20,100.85799835789467,101.55093728238788,100.32588368107179,101.0179785691988,1109095
2020-02-21,101.0379096519113,102.26184280751659,100.43570782215826,101.65595731649452,1142631
2020-02-24,101.49384639116485,103.16593274836872,100.81723820315977,102.482732158646,1197129
2020-02-25,102.24282249272288,103.27380438904201,101.68715894353,102.71557156971755,880634
2020-02-26,102.71041510177744,103.33554727460111,101.50411896001714,102.12569230159457,872478
2020-02-27,102.41651768685617,103.07573562830811,100.1982886775175,100.84740682200703,858276
2020-02-28,100.70719681635643,101.61774622523882,100.31541394683256,101.22395301056572,841981
2020-03-02,100.96424771121202,101.96147146405951,100.06358311369408,101.05995311414735,1061877
2020-03-03,101.31079039691333,101.76972288438793,100.76665604638218,101.22520081761873,1148858
2020-03-04,101.25152316445705,101.92056899846996,99.99969700179508,100.66486634796064,1736829
2020-03-05,100.6690220536498,101.4573477290285,98.9757752881393,99.75695871726413,1205216
2020-03-06,100.30319899016042,100.80877732056794,99.06034619405771,99.56218946554345,1099974
2020-03-09,99.26166780521184,99.87899024006812,96.8965281641435,97.50291265045978,1431056
2020-03-10,97.56328778608307,98.63218241811448,96.71814522950618,97.78511825380104,966007
2020-03-11,97.34855458328245,97.9451598398438,96.78464070692011,97.38105768181293,1183594
2020-03-12,97.3161283480217,99.29041970651834,96.55876325101731,98.52365698897746,1337507
2020-03-13,98.68317040073372,99.61090052223744,98.02671327561401,98.95265076817637,1299075
2020-03-16,99.24982520686852,99.90076354786787,98.36205424265796,99.01142904232589,1217343
2020-03-17,98.69800967780274,99.88001500732906,97.97825846952732,99.15691723442238,1065673
2020-03-18,99.38070041766349,100.55068500546301,98.79736798409174,99.96392920831713,909237
2020-03-19,100.17604680377414,100.76734349695397,98.852003421405,99.43894934106004,1118603
2020-03-20,99.41783549421915,100.27079258148252,98.65638969042685,99.50865121587448,1037604
2020-03-23,100.14960639907564,100.81154457925781,99.02564695145146,99.68451108715706,1323986
2020-03-24,99.69519222121137,102.20383868257962,99.0009118928516,101.49701043776409,1144604
2020-03-25,101.27753288315802,102.13018235984119,100.82935839762487,101.68022587272989,1311009
2020-03-26,101.80232967809589,102.43795281562636,99.48013728992451,100.10516383421387,884311
2020-03-27,99.63582766821024,101.63545444468305,98.83503897711748,100.82510732743035,1434441
2020-03-30,101.24061047297211,103.3785525050137,100.47442401627667,102.60206261192617,1031417
2020-03-31,102.8738057262515,103.56672395623123,101.08226546909454,101.76773362451392,911300
2020-04-01,101.67374865917756,105.11603152600163,101.12018520511808,104.54682558401127,949952
2020-04-02,104.72314633701556,105.37286068639037,104.16785453676441,104.81707085379553,1098529
2020-04-03,104.97276139565206,106.74875271921013,104.25075216850969,106.01954365810843,1528813
2020-04-06,106.55864291919393,107.44822284258954,104.38952080399922,105.2683288419187,1427568
2020-04-07,105.11255179049562,105.7733322589916,104.24520693287076,104.9046806383306,1015012
2020-04-08,104.56710329463466,105.42219505353371,103.31280116076428,104.16460148314937,1289903
2020-04-09,103.63010120438695,104.22837217511946,102.25966228632423,102.85344953909919,1253904
2020-04-10,102.7860234034726,103.6106442971935,100.30601135818458,101.11724414525666,963921
2020-04-13,100.71953211444077,102.53931007203371,100.24368504646395,102.05714349047284,1079627
2020-04-14,102.02220378119362,102.68563805376279,100.90245706080091,101.56290458325114,896039
2020-04-15,101.68073741427013,102.58047480454881,101.21067724520098,102.10843741991187,1118887
2020-04-16,102.00288117951833,103.08950559238723,101.2672357712128,102.35134704610228,810814
2020-04-17,102.11314013107618,102.83625831050044,101.0912327022828,101.81221990339304,1149049
2020-04-20,102.13523688534293,102.62547625903666,101.36408355739941,101.85296806775146,1126556
2020-04-21,101.81114676623167,102.77889654609878,101.29120363121231,102.25667811047401,1162836
2020-04-22,102.32849193053767,102.89736921618871,101.25600723261438,101.8220691497253,1163980
2020-04-23,102.08207871470597,102.48959430796013,101.44287486550077,101.8494618432372,1686628
2020-04-24,101.51797067845591,102.54661392163521,101.02712786777225,102.05318333969096,1284785
